Date,Produit,Prix,Demande,Saison
2025-12-01,Maïs,1949,1,1
2025-12-02,Maïs,2199,2,1
2025-12-03,Maïs,2302,3,1
2025-12-04,Maïs,2241,2,1
2025-12-05,Maïs,2062,1,1
2025-12-06,Maïs,2350,3,1
2025-12-07,Maïs,2183,2,1
2025-12-08,Maïs,2058,1,1
2025-12-09,Maïs,2019,1,1
2025-12-10,Maïs,1910,1,1
2025-12-11,Maïs,2480,3,1
2025-12-12,Maïs,2063,1,1
2025-12-13,Maïs,2283,2,1
2025-12-14,Maïs,2074,1,1
2025-12-15,Maïs,2241,2,1
2025-12-16,Maïs,2073,1,1
2025-12-17,Maïs,2116,2,1
2025-12-18,Maïs,2228,2,1
2025-12-19,Maïs,2375,3,1
2025-12-20,Maïs,2236,2,1
2025-12-21,Maïs,2304,3,1
2025-12-22,Maïs,2292,2,1
2025-12-23,Maïs,2227,2,1
2025-12-24,Maïs,2239,2,1
2025-12-25,Maïs,1931,1,1
2025-12-26,Maïs,2328,3,1
2025-12-27,Maïs,2368,3,1
2025-12-28,Maïs,2353,3,1
2025-12-29,Maïs,2302,3,1
2025-12-30,Maïs,2136,2,1
2025-12-31,Maïs,2082,1,1
2026-01-01,Maïs,1943,1,1
2026-01-02,Maïs,2171,2,1
2026-01-03,Maïs,1902,1,1
2026-01-04,Maïs,2311,3,1
2026-01-05,Maïs,2249,2,1
2026-01-06,Maïs,2120,2,1
2026-01-07,Maïs,1900,1,1
2026-01-08,Maïs,2151,2,1
2026-01-09,Maïs,2461,3,1
2026-01-10,Maïs,2394,3,1
2026-01-11,Maïs,2050,1,1
2026-01-12,Maïs,2321,3,1
2026-01-13,Maïs,2194,2,1
2026-01-14,Maïs,2091,1,1
2026-01-15,Maïs,2008,1,1
2026-01-16,Maïs,2138,2,1
2026-01-17,Maïs,1986,1,1
2026-01-18,Maïs,2148,2,1
2026-01-19,Maïs,2460,3,1
2026-01-20,Maïs,2248,2,1
2026-01-21,Maïs,2028,1,1
2026-01-22,Maïs,2222,2,1
2026-01-23,Maïs,2155,2,1
2026-01-24,Maïs,2273,2,1
2026-01-25,Maïs,2042,1,1
2026-01-26,Maïs,1902,1,1
2026-01-27,Maïs,2294,2,1
2026-01-28,Maïs,2169,2,1
2026-01-29,Maïs,2020,1,1
2026-01-30,Maïs,2076,1,1
2026-01-31,Maïs,2356,3,1
2026-02-01,Maïs,2471,3,1
2026-02-02,Maïs,2385,3,1
2026-02-03,Maïs,2013,1,1
2026-02-04,Maïs,2349,3,1
2025-01-01,Riz,3434,1,1
2025-01-02,Riz,3833,3,1
2025-01-03,Riz,3786,2,1
2025-01-04,Riz,3580,1,1
2025-01-05,Riz,3871,3,1
2025-01-06,Riz,3436,1,1
2025-01-07,Riz,3757,2,1
2025-01-08,Riz,3472,1,1
2025-01-09,Riz,3701,2,1
2025-01-10,Riz,3802,3,1
2025-01-11,Riz,3746,2,1
2025-01-12,Riz,3984,3,1
2025-01-13,Riz,3956,3,1
2025-01-14,Riz,3825,3,1
2025-01-15,Riz,3809,3,1
2025-01-16,Riz,3408,1,1
2025-01-17,Riz,3618,2,1
2025-01-18,Riz,3899,3,1
2025-01-19,Riz,3556,1,1
2025-01-20,Riz,3671,2,1
2025-01-21,Riz,3992,3,1
2025-01-22,Riz,3438,1,1
2025-01-23,Riz,3571,1,1
2025-01-24,Riz,3728,2,1
2025-01-25,Riz,3603,2,1
2025-01-26,Riz,3415,1,1
2025-01-27,Riz,3697,2,1
2025-01-28,Riz,3924,3,1
2025-01-29,Riz,3609,2,1
2025-01-30,Riz,3813,3,1
2025-01-31,Riz,3913,3,1
2025-02-01,Riz,3643,2,1
2025-02-02,Riz,3862,3,1
2025-02-03,Riz,3932,3,1
2025-02-04,Riz,3711,2,1
2025-02-05,Riz,3663,2,1
2025-02-06,Riz,3777,2,1
2025-02-07,Riz,3711,2,1
2025-02-08,Riz,3600,1,1
2025-02-09,Riz,3566,1,1
2025-02-10,Riz,3726,2,1
2025-02-11,Riz,3542,1,1
2025-02-12,Riz,3822,3,1
2025-02-13,Riz,3816,3,1
2025-02-14,Riz,3605,2,1
2025-02-15,Riz,3627,2,1
2025-02-16,Riz,3916,3,1
2025-02-17,Riz,3526,1,1
2025-02-18,Riz,3823,3,1
2025-02-19,Riz,3822,3,1
2025-02-20,Riz,3560,1,1
2025-02-21,Riz,3697,2,1
2025-02-22,Riz,3872,3,1
2025-02-23,Riz,3476,1,1
2025-02-24,Riz,3884,3,1
2025-02-25,Riz,3488,1,1
2025-02-26,Riz,3435,1,1
2025-02-27,Riz,3501,1,1
2025-02-28,Riz,3730,2,1
2025-03-01,Riz,3453,1,1
2025-03-02,Riz,3732,2,1
2025-03-03,Riz,3890,3,1
2025-03-04,Riz,3889,3,1
2025-03-05,Riz,3472,1,1
2025-03-06,Riz,3617,2,1
2025-03-07,Riz,3950,3,1
2025-03-08,Riz,3770,2,1
2025-03-09,Riz,3636,2,1
2025-03-10,Riz,3958,3,1
2025-03-11,Riz,3918,3,1
2025-03-12,Riz,3800,2,1
2025-03-13,Riz,3636,2,1
2025-03-14,Riz,3434,1,1
2025-03-15,Riz,3977,3,1
2025-03-16,Riz,3724,2,1
2025-03-17,Riz,3695,2,1
2025-03-18,Riz,3885,3,1
2025-03-19,Riz,3816,3,1
2025-03-20,Riz,3854,3,1
2025-03-21,Riz,3677,2,1
2025-03-22,Riz,3583,1,1
2025-03-23,Riz,3761,2,1
2025-03-24,Riz,3672,2,1
2025-03-25,Riz,3793,2,1
2025-03-26,Riz,3630,2,1
2025-03-27,Riz,3790,2,1
2025-03-28,Riz,3709,2,1
2025-03-29,Riz,3927,3,1
2025-03-30,Riz,3711,2,1
2025-03-31,Riz,3820,3,1
2025-04-01,Riz,3932,3,1
2025-04-02,Riz,3843,3,1
2025-04-03,Riz,3704,2,1
2025-04-04,Riz,3448,1,1
2025-04-05,Riz,3944,3,1
2025-04-06,Riz,3855,3,1
2025-04-07,Riz,3823,3,1
2025-04-08,Riz,3729,2,1
2025-04-09,Riz,3708,2,1
2025-04-10,Riz,3870,3,1
2025-04-11,Riz,3807,3,1
2025-04-12,Riz,3628,2,1
2025-04-13,Riz,3933,3,1
2025-04-14,Riz,3943,3,1
2025-04-15,Riz,3705,2,1
2025-04-16,Riz,3810,3,1
2025-04-17,Riz,3785,2,1
2025-04-18,Riz,3415,1,1
2025-04-19,Riz,3472,1,1
2025-04-20,Riz,3780,2,1
2025-04-21,Riz,3778,2,1
2025-04-22,Riz,3522,1,1
2025-04-23,Riz,3989,3,1
2025-04-24,Riz,3637,2,1
2025-04-25,Riz,3458,1,1
2025-04-26,Riz,3920,3,1
2025-04-27,Riz,3832,3,1
2025-04-28,Riz,3402,1,1
2025-04-29,Riz,3517,1,1
2025-04-30,Riz,3772,2,1
2025-05-01,Riz,3931,3,1
2025-05-02,Riz,3922,3,1
2025-05-03,Riz,3410,1,1
2025-05-04,Riz,3408,1,1
2025-05-05,Riz,3800,3,1
2025-05-06,Riz,3591,1,1
2025-05-07,Riz,3988,3,1
2025-05-08,Riz,3956,3,1
2025-05-09,Riz,3864,3,1
2025-05-10,Riz,3597,1,1
2025-05-11,Riz,3499,1,1
2025-05-12,Riz,3828,3,1
2025-05-13,Riz,3955,3,1
2025-05-14,Riz,3672,2,1
2025-05-15,Riz,3670,2,1
2025-05-16,Riz,4000,3,1
2025-05-17,Riz,3645,2,1
2025-05-18,Riz,3449,1,1
2025-05-19,Riz,3887,3,1
2025-05-20,Riz,3973,3,1
2025-05-21,Riz,3539,1,1
2025-05-22,Riz,3676,2,1
2025-05-23,Riz,3769,2,1
2025-05-24,Riz,3773,2,1
2025-05-25,Riz,3537,1,1
2025-05-26,Riz,3658,2,1
2025-05-27,Riz,3488,1,1
2025-05-28,Riz,3615,2,1
2025-05-29,Riz,3760,2,1
2025-05-30,Riz,3539,1,1
2025-05-31,Riz,3714,2,1
2025-06-01,Riz,3172,1,0
2025-06-02,Riz,3440,2,0
2025-06-03,Riz,3496,2,0
2025-06-04,Riz,3653,3,0
2025-06-05,Riz,3625,3,0
2025-06-06,Riz,3232,1,0
2025-06-07,Riz,3468,2,0
2025-06-08,Riz,3396,2,0
2025-06-09,Riz,3504,3,0
2025-06-10,Riz,3144,1,0
2025-06-11,Riz,3423,2,0
2025-06-12,Riz,3198,1,0
2025-06-13,Riz,3178,1,0
2025-06-14,Riz,3531,3,0
2025-06-15,Riz,3377,2,0
2025-06-16,Riz,3647,3,0
2025-06-17,Riz,3700,3,0
2025-06-18,Riz,3228,1,0
2025-06-19,Riz,3363,2,0
2025-06-20,Riz,3463,2,0
2025-06-21,Riz,3322,2,0
2025-06-22,Riz,3516,3,0
2025-06-23,Riz,3669,3,0
2025-06-24,Riz,3142,1,0
2025-06-25,Riz,3281,1,0
2025-06-26,Riz,3265,1,0
2025-06-27,Riz,3184,1,0
2025-06-28,Riz,3151,1,0
2025-06-29,Riz,3223,1,0
2025-06-30,Riz,3231,1,0
2025-07-01,Riz,3530,3,0
2025-07-02,Riz,3215,1,0
2025-07-03,Riz,3163,1,0
2025-07-04,Riz,3679,3,0
2025-07-05,Riz,3668,3,0
2025-07-06,Riz,3302,2,0
2025-07-07,Riz,3402,2,0
2025-07-08,Riz,3249,1,0
2025-07-09,Riz,3502,3,0
2025-07-10,Riz,3612,3,0
2025-07-11,Riz,3149,1,0
2025-07-12,Riz,3670,3,0
2025-07-13,Riz,3250,1,0
2025-07-14,Riz,3354,2,0
2025-07-15,Riz,3543,3,0
2025-07-16,Riz,3240,1,0
2025-07-17,Riz,3216,1,0
2025-07-18,Riz,3468,2,0
2025-07-19,Riz,3394,2,0
2025-07-20,Riz,3185,1,0
2025-07-21,Riz,3150,1,0
2025-07-22,Riz,3585,3,0
2025-07-23,Riz,3185,1,0
2025-07-24,Riz,3544,3,0
2025-07-25,Riz,3130,1,0
2025-07-26,Riz,3196,1,0
2025-07-27,Riz,3229,1,0
2025-07-28,Riz,3512,3,0
2025-07-29,Riz,3154,1,0
2025-07-30,Riz,3288,1,0
2025-07-31,Riz,3599,3,0
2025-08-01,Riz,3332,2,0
2025-08-02,Riz,3332,2,0
2025-08-03,Riz,3600,3,0
2025-08-04,Riz,3525,3,0
2025-08-05,Riz,3618,3,0
2025-08-06,Riz,3449,2,0
2025-08-07,Riz,3204,1,0
2025-08-08,Riz,3596,3,0
2025-08-09,Riz,3255,1,0
2025-08-10,Riz,3458,2,0
2025-08-11,Riz,3551,3,0
2025-08-12,Riz,3341,2,0
2025-08-13,Riz,3596,3,0
2025-08-14,Riz,3393,2,0
2025-08-15,Riz,3291,1,0
2025-08-16,Riz,3182,1,0
2025-08-17,Riz,3375,2,0
2025-08-18,Riz,3513,3,0
2025-08-19,Riz,3487,2,0
2025-08-20,Riz,3304,2,0
2025-08-21,Riz,3144,1,0
2025-08-22,Riz,3449,2,0
2025-08-23,Riz,3610,3,0
2025-08-24,Riz,3636,3,0
2025-08-25,Riz,3661,3,0
2025-08-26,Riz,3525,3,0
2025-08-27,Riz,3332,2,0
2025-08-28,Riz,3374,2,0
2025-08-29,Riz,3609,3,0
2025-08-30,Riz,3683,3,0
2025-08-31,Riz,3484,2,0
2025-09-01,Riz,3380,2,0
2025-09-02,Riz,3252,1,0
2025-09-03,Riz,3675,3,0
2025-09-04,Riz,3423,2,0
2025-09-05,Riz,3166,1,0
2025-09-06,Riz,3428,2,0
2025-09-07,Riz,3545,3,0
2025-09-08,Riz,3314,2,0
2025-09-09,Riz,3417,2,0
2025-09-10,Riz,3689,3,0
2025-09-11,Riz,3520,3,0
2025-09-12,Riz,3119,1,0
2025-09-13,Riz,3671,3,0
2025-09-14,Riz,3626,3,0
2025-09-15,Riz,3313,2,0
2025-09-16,Riz,3472,2,0
2025-09-17,Riz,3486,2,0
2025-09-18,Riz,3571,3,0
2025-09-19,Riz,3403,2,0
2025-09-20,Riz,3232,1,0
2025-09-21,Riz,3400,2,0
2025-09-22,Riz,3232,1,0
2025-09-23,Riz,3160,1,0
2025-09-24,Riz,3674,3,0
2025-09-25,Riz,3579,3,0
2025-09-26,Riz,3138,1,0
2025-09-27,Riz,3664,3,0
2025-09-28,Riz,3212,1,0
2025-09-29,Riz,3337,2,0
2025-09-30,Riz,3187,1,0
2025-10-01,Riz,3637,2,1
2025-10-02,Riz,3512,1,1
2025-10-03,Riz,3796,2,1
2025-10-04,Riz,3545,1,1
2025-10-05,Riz,3519,1,1
2025-10-06,Riz,3710,2,1
2025-10-07,Riz,3456,1,1
2025-10-08,Riz,3746,2,1
2025-10-09,Riz,3639,2,1
2025-10-10,Riz,3857,3,1
2025-10-11,Riz,3864,3,1
2025-10-12,Riz,3625,2,1
2025-10-13,Riz,3812,3,1
2025-10-14,Riz,3850,3,1
2025-10-15,Riz,3834,3,1
2025-10-16,Riz,3965,3,1
2025-10-17,Riz,3444,1,1
2025-10-18,Riz,3950,3,1
2025-10-19,Riz,3540,1,1
2025-10-20,Riz,3985,3,1
2025-10-21,Riz,3800,2,1
2025-10-22,Riz,3477,1,1
2025-10-23,Riz,3546,1,1
2025-10-24,Riz,3594,1,1
2025-10-25,Riz,3440,1,1
2025-10-26,Riz,3874,3,1
2025-10-27,Riz,3979,3,1
2025-10-28,Riz,3493,1,1
2025-10-29,Riz,3607,2,1
2025-10-30,Riz,3754,2,1
2025-10-31,Riz,3613,2,1
2025-11-01,Riz,3846,3,1
2025-11-02,Riz,3939,3,1
2025-11-03,Riz,3908,3,1
2025-11-04,Riz,3988,3,1
2025-11-05,Riz,3582,1,1
2025-11-06,Riz,3438,1,1
2025-11-07,Riz,3822,3,1
2025-11-08,Riz,3426,1,1
2025-11-09,Riz,3991,3,1
2025-11-10,Riz,3850,3,1
2025-11-11,Riz,3722,2,1
2025-11-12,Riz,3953,3,1
2025-11-13,Riz,3614,2,1
2025-11-14,Riz,3526,1,1
2025-11-15,Riz,3565,1,1
2025-11-16,Riz,3721,2,1
2025-11-17,Riz,3830,3,1
2025-11-18,Riz,3552,1,1
2025-11-19,Riz,3844,3,1
2025-11-20,Riz,3923,3,1
2025-11-21,Riz,3833,3,1
2025-11-22,Riz,3867,3,1
2025-11-23,Riz,3702,2,1
2025-11-24,Riz,3596,1,1
2025-11-25,Riz,3951,3,1
2025-11-26,Riz,3916,3,1
2025-11-27,Riz,3463,1,1
2025-11-28,Riz,3497,1,1
2025-11-29,Riz,3972,3,1
2025-11-30,Riz,3973,3,1
2025-12-01,Riz,3510,1,1
2025-12-02,Riz,3940,3,1
2025-12-03,Riz,3513,1,1
2025-12-04,Riz,3924,3,1
2025-12-05,Riz,3981,3,1
2025-12-06,Riz,3734,2,1
2025-12-07,Riz,3758,2,1
2025-12-08,Riz,3729,2,1
2025-12-09,Riz,3572,1,1
2025-12-10,Riz,3888,3,1
2025-12-11,Riz,3623,2,1
2025-12-12,Riz,3850,3,1
2025-12-13,Riz,3904,3,1
2025-12-14,Riz,3624,2,1
2025-12-15,Riz,3644,2,1
2025-12-16,Riz,3728,2,1
2025-12-17,Riz,3478,1,1
2025-12-18,Riz,3500,1,1
2025-12-19,Riz,3919,3,1
2025-12-20,Riz,3853,3,1
2025-12-21,Riz,3678,2,1
2025-12-22,Riz,3860,3,1
2025-12-23,Riz,3514,1,1
2025-12-24,Riz,3838,3,1
2025-12-25,Riz,3832,3,1
2025-12-26,Riz,3717,2,1
2025-12-27,Riz,3688,2,1
2025-12-28,Riz,3522,1,1
2025-12-29,Riz,3541,1,1
2025-12-30,Riz,3649,2,1
2025-12-31,Riz,3472,1,1
2026-01-01,Riz,3417,1,1
2026-01-02,Riz,3454,1,1
2026-01-03,Riz,3754,2,1
2026-01-04,Riz,3518,1,1
2026-01-05,Riz,3633,2,1
2026-01-06,Riz,3992,3,1
2026-01-07,Riz,3757,2,1
2026-01-08,Riz,3582,1,1
2026-01-09,Riz,3536,1,1
2026-01-10,Riz,3833,3,1
2026-01-11,Riz,3928,3,1
2026-01-12,Riz,3596,1,1
2026-01-13,Riz,3982,3,1
2026-01-14,Riz,3779,2,1
2026-01-15,Riz,3706,2,1
2026-01-16,Riz,3430,1,1
2026-01-17,Riz,3694,2,1
2026-01-18,Riz,3411,1,1
2026-01-19,Riz,3611,2,1
2026-01-20,Riz,3711,2,1
2026-01-21,Riz,3567,1,1
2026-01-22,Riz,3539,1,1
2026-01-23,Riz,3766,2,1
2026-01-24,Riz,3453,1,1
2026-01-25,Riz,3616,2,1
2026-01-26,Riz,3431,1,1
2026-01-27,Riz,3665,2,1
2026-01-28,Riz,3715,2,1
2026-01-29,Riz,3776,2,1
2026-01-30,Riz,3663,2,1
2026-01-31,Riz,3408,1,1
2026-02-01,Riz,3511,1,1
2026-02-02,Riz,3728,2,1
2026-02-03,Riz,3567,1,1
2026-02-04,Riz,3997,3,1
2025-01-01,Pomme de terre,3018,1,1
2025-01-02,Pomme de terre,3015,1,1
2025-01-03,Pomme de terre,3290,2,1
2025-01-04,Pomme de terre,3296,2,1
2025-01-05,Pomme de terre,3294,2,1
2025-01-06,Pomme de terre,3095,1,1
2025-01-07,Pomme de terre,3317,3,1
2025-01-08,Pomme de terre,3049,1,1
2025-01-09,Pomme de terre,3300,3,1
2025-01-10,Pomme de terre,3086,1,1
2025-01-11,Pomme de terre,2900,1,1
2025-01-12,Pomme de terre,3495,3,1
2025-01-13,Pomme de terre,3364,3,1
2025-01-14,Pomme de terre,3483,3,1
2025-01-15,Pomme de terre,3260,2,1
2025-01-16,Pomme de terre,3473,3,1
2025-01-17,Pomme de terre,3346,3,1
2025-01-18,Pomme de terre,3190,2,1
2025-01-19,Pomme de terre,2970,1,1
2025-01-20,Pomme de terre,3308,3,1
2025-01-21,Pomme de terre,3243,2,1
2025-01-22,Pomme de terre,3172,2,1
2025-01-23,Pomme de terre,3302,3,1
2025-01-24,Pomme de terre,3165,2,1
2025-01-25,Pomme de terre,3050,1,1
2025-01-26,Pomme de terre,3264,2,1
2025-01-27,Pomme de terre,3198,2,1
2025-01-28,Pomme de terre,3038,1,1
2025-01-29,Pomme de terre,3255,2,1
2025-01-30,Pomme de terre,3081,1,1
2025-01-31,Pomme de terre,3191,2,1
2025-02-01,Pomme de terre,3041,1,1
2025-02-02,Pomme de terre,3294,2,1
2025-02-03,Pomme de terre,3396,3,1
2025-02-04,Pomme de terre,3057,1,1
2025-02-05,Pomme de terre,3364,3,1
2025-02-06,Pomme de terre,3375,3,1
2025-02-07,Pomme de terre,3306,3,1
2025-02-08,Pomme de terre,2964,1,1
2025-02-09,Pomme de terre,3043,1,1
2025-02-10,Pomme de terre,3082,1,1
2025-02-11,Pomme de terre,3204,2,1
2025-02-12,Pomme de terre,3275,2,1
2025-02-13,Pomme de terre,3058,1,1
2025-02-14,Pomme de terre,3157,2,1
2025-02-15,Pomme de terre,3007,1,1
2025-02-16,Pomme de terre,3001,1,1
2025-02-17,Pomme de terre,3161,2,1
2025-02-18,Pomme de terre,2902,1,1
2025-02-19,Pomme de terre,3216,2,1
2025-02-20,Pomme de terre,3008,1,1
2025-02-21,Pomme de terre,3008,1,1
2025-02-22,Pomme de terre,3287,2,1
2025-02-23,Pomme de terre,3337,3,1
2025-02-24,Pomme de terre,3255,2,1
2025-02-25,Pomme de terre,2963,1,1
2025-02-26,Pomme de terre,3042,1,1
2025-02-27,Pomme de terre,3375,3,1
2025-02-28,Pomme de terre,2933,1,1
2025-03-01,Pomme de terre,3058,1,1
2025-03-02,Pomme de terre,3073,1,1
2025-03-03,Pomme de terre,3024,1,1
2025-03-04,Pomme de terre,3456,3,1
2025-03-05,Pomme de terre,3299,2,1
2025-03-06,Pomme de terre,2946,1,1
2025-03-07,Pomme de terre,3021,1,1
2025-03-08,Pomme de terre,3198,2,1
2025-03-09,Pomme de terre,3381,3,1
2025-03-10,Pomme de terre,3420,3,1
2025-03-11,Pomme de terre,3323,3,1
2025-03-12,Pomme de terre,3183,2,1
2025-03-13,Pomme de terre,2904,1,1
2025-03-14,Pomme de terre,3141,2,1
2025-03-15,Pomme de terre,3435,3,1
2025-03-16,Pomme de terre,2945,1,1
2025-03-17,Pomme de terre,3105,2,1
2025-03-18,Pomme de terre,2936,1,1
2025-03-19,Pomme de terre,3040,1,1
2025-03-20,Pomme de terre,3335,3,1
2025-03-21,Pomme de terre,3480,3,1
2025-03-22,Pomme de terre,3491,3,1
2025-03-23,Pomme de terre,3451,3,1
2025-03-24,Pomme de terre,3047,1,1
2025-03-25,Pomme de terre,3326,3,1
2025-03-26,Pomme de terre,3196,2,1
2025-03-27,Pomme de terre,3055,1,1
2025-03-28,Pomme de terre,2987,1,1
2025-03-29,Pomme de terre,3016,1,1
2025-03-30,Pomme de terre,3070,1,1
2025-03-31,Pomme de terre,3380,3,1
2025-04-01,Pomme de terre,3327,3,1
2025-04-02,Pomme de terre,3110,2,1
2025-04-03,Pomme de terre,2938,1,1
2025-04-04,Pomme de terre,2976,1,1
2025-04-05,Pomme de terre,3275,2,1
2025-04-06,Pomme de terre,3462,3,1
2025-04-07,Pomme de terre,2960,1,1
2025-04-08,Pomme de terre,3438,3,1
2025-04-09,Pomme de terre,3016,1,1
2025-04-10,Pomme de terre,3175,2,1
2025-04-11,Pomme de terre,3030,1,1
2025-04-12,Pomme de terre,3479,3,1
2025-04-13,Pomme de terre,2933,1,1
2025-04-14,Pomme de terre,3143,2,1
2025-04-15,Pomme de terre,3150,2,1
2025-04-16,Pomme de terre,3101,2,1
2025-04-17,Pomme de terre,3430,3,1
2025-04-18,Pomme de terre,3134,2,1
2025-04-19,Pomme de terre,3321,3,1
2025-04-20,Pomme de terre,3167,2,1
2025-04-21,Pomme de terre,3500,3,1
2025-04-22,Pomme de terre,2939,1,1
2025-04-23,Pomme de terre,3172,2,1
2025-04-24,Pomme de terre,3302,3,1
2025-04-25,Pomme de terre,3288,2,1
2025-04-26,Pomme de terre,3241,2,1
2025-04-27,Pomme de terre,2961,1,1
2025-04-28,Pomme de terre,3146,2,1
2025-04-29,Pomme de terre,3141,2,1
2025-04-30,Pomme de terre,3320,3,1
2025-05-01,Pomme de terre,3139,2,1
2025-05-02,Pomme de terre,2925,1,1
2025-05-03,Pomme de terre,3256,2,1
2025-05-04,Pomme de terre,3114,2,1
2025-05-05,Pomme de terre,3414,3,1
2025-05-06,Pomme de terre,3144,2,1
2025-05-07,Pomme de terre,3388,3,1
2025-05-08,Pomme de terre,3013,1,1
2025-05-09,Pomme de terre,3428,3,1
2025-05-10,Pomme de terre,3027,1,1
2025-05-11,Pomme de terre,3004,1,1
2025-05-12,Pomme de terre,3265,2,1
2025-05-13,Pomme de terre,3299,2,1
2025-05-14,Pomme de terre,3330,3,1
2025-05-15,Pomme de terre,3230,2,1
2025-05-16,Pomme de terre,3276,2,1
2025-05-17,Pomme de terre,3215,2,1
2025-05-18,Pomme de terre,3040,1,1
2025-05-19,Pomme de terre,3182,2,1
2025-05-20,Pomme de terre,3319,3,1
2025-05-21,Pomme de terre,3381,3,1
2025-05-22,Pomme de terre,3035,1,1
2025-05-23,Pomme de terre,3224,2,1
2025-05-24,Pomme de terre,3347,3,1
2025-05-25,Pomme de terre,3000,1,1
2025-05-26,Pomme de terre,3484,3,1
2025-05-27,Pomme de terre,3091,1,1
2025-05-28,Pomme de terre,3012,1,1
2025-05-29,Pomme de terre,3044,1,1
2025-05-30,Pomme de terre,3437,3,1
2025-05-31,Pomme de terre,3355,3,1
2025-06-01,Pomme de terre,3015,3,0
2025-06-02,Pomme de terre,2905,2,0
2025-06-03,Pomme de terre,3178,3,0
2025-06-04,Pomme de terre,3073,3,0
2025-06-05,Pomme de terre,2800,2,0
2025-06-06,Pomme de terre,2888,2,0
2025-06-07,Pomme de terre,2715,1,0
2025-06-08,Pomme de terre,2830,2,0
2025-06-09,Pomme de terre,2655,1,0
2025-06-10,Pomme de terre,2808,2,0
2025-06-11,Pomme de terre,2845,2,0
2025-06-12,Pomme de terre,2925,2,0
2025-06-13,Pomme de terre,2928,2,0
2025-06-14,Pomme de terre,2615,1,0
2025-06-15,Pomme de terre,3165,3,0
2025-06-16,Pomme de terre,2914,2,0
2025-06-17,Pomme de terre,3179,3,0
2025-06-18,Pomme de terre,2736,1,0
2025-06-19,Pomme de terre,3117,3,0
2025-06-20,Pomme de terre,3113,3,0
2025-06-21,Pomme de terre,2980,2,0
2025-06-22,Pomme de terre,2969,2,0
2025-06-23,Pomme de terre,3041,3,0
2025-06-24,Pomme de terre,2942,2,0
2025-06-25,Pomme de terre,2651,1,0
2025-06-26,Pomme de terre,2928,2,0
2025-06-27,Pomme de terre,2698,1,0
2025-06-28,Pomme de terre,2920,2,0
2025-06-29,Pomme de terre,3030,3,0
2025-06-30,Pomme de terre,2719,1,0
2025-07-01,Pomme de terre,2869,2,0
2025-07-02,Pomme de terre,3137,3,0
2025-07-03,Pomme de terre,2968,2,0
2025-07-04,Pomme de terre,3107,3,0
2025-07-05,Pomme de terre,2652,1,0
2025-07-06,Pomme de terre,3095,3,0
2025-07-07,Pomme de terre,2815,2,0
2025-07-08,Pomme de terre,3021,3,0
2025-07-09,Pomme de terre,2668,1,0
2025-07-10,Pomme de terre,3089,3,0
2025-07-11,Pomme de terre,3047,3,0
2025-07-12,Pomme de terre,2653,1,0
2025-07-13,Pomme de terre,2943,2,0
2025-07-14,Pomme de terre,2693,1,0
2025-07-15,Pomme de terre,2926,2,0
2025-07-16,Pomme de terre,2620,1,0
2025-07-17,Pomme de terre,3137,3,0
2025-07-18,Pomme de terre,2838,2,0
2025-07-19,Pomme de terre,3191,3,0
2025-07-20,Pomme de terre,3139,3,0
2025-07-21,Pomme de terre,2658,1,0
2025-07-22,Pomme de terre,2969,2,0
2025-07-23,Pomme de terre,2796,1,0
2025-07-24,Pomme de terre,3036,3,0
2025-07-25,Pomme de terre,3038,3,0
2025-07-26,Pomme de terre,2635,1,0
2025-07-27,Pomme de terre,2899,2,0
2025-07-28,Pomme de terre,2725,1,0
2025-07-29,Pomme de terre,2964,2,0
2025-07-30,Pomme de terre,3067,3,0
2025-07-31,Pomme de terre,2719,1,0
2025-08-01,Pomme de terre,3163,3,0
2025-08-02,Pomme de terre,2974,2,0
2025-08-03,Pomme de terre,2973,2,0
2025-08-04,Pomme de terre,3177,3,0
2025-08-05,Pomme de terre,3179,3,0
2025-08-06,Pomme de terre,3126,3,0
2025-08-07,Pomme de terre,3115,3,0
2025-08-08,Pomme de terre,3042,3,0
2025-08-09,Pomme de terre,2840,2,0
2025-08-10,Pomme de terre,2702,1,0
2025-08-11,Pomme de terre,2799,1,0
2025-08-12,Pomme de terre,2781,1,0
2025-08-13,Pomme de terre,3108,3,0
2025-08-14,Pomme de terre,3062,3,0
2025-08-15,Pomme de terre,3029,3,0
2025-08-16,Pomme de terre,3008,3,0
2025-08-17,Pomme de terre,2744,1,0
2025-08-18,Pomme de terre,2803,2,0
2025-08-19,Pomme de terre,2994,2,0
2025-08-20,Pomme de terre,2775,1,0
2025-08-21,Pomme de terre,2610,1,0
2025-08-22,Pomme de terre,2990,2,0
2025-08-23,Pomme de terre,3122,3,0
2025-08-24,Pomme de terre,2814,2,0
2025-08-25,Pomme de terre,2701,1,0
2025-08-26,Pomme de terre,2850,2,0
2025-08-27,Pomme de terre,2649,1,0
2025-08-28,Pomme de terre,2912,2,0
2025-08-29,Pomme de terre,2957,2,0
2025-08-30,Pomme de terre,2841,2,0
2025-08-31,Pomme de terre,2871,2,0
2025-09-01,Pomme de terre,2734,1,0
2025-09-02,Pomme de terre,2951,2,0
2025-09-03,Pomme de terre,2611,1,0
2025-09-04,Pomme de terre,3191,3,0
2025-09-05,Pomme de terre,2947,2,0
2025-09-06,Pomme de terre,2762,1,0
2025-09-07,Pomme de terre,3022,3,0
2025-09-08,Pomme de terre,2656,1,0
